Date,Device,Resource,Avg_Util_(%),Peak_Hourly_Avg_Util_(%),Peak_Util_(%),Avg_Discards_(%)
08-06-2023,AMRPLEXKY01AS14-01,AMRPLEXKY01AS14-01_E1/6_436210176_AS13-01fx102,16.23,155.57,933.33,0.0
08-06-2023,AMRPSTLMO01AS01-01,AMRPSTLMO01AS01-01_E1/2_436208128_to AMRPSTLMO01AG04-01 e4/11,16.22,384.67,4614.58,0.0
08-06-2023,AMRPLEXKY01AS14-01,AMRPLEXKY01AS14-01_E1/11_436212736_AS13-01fx104,16.15,387.03,4644.16,0.0
08-06-2023,AMRPLEXKY01AS19-01,AMRPLEXKY01AS19-01_E1/5_436209664,15.49,371.07,4080.14,0.0
08-06-2023,AMRPSTLMO01AS02-01,AMRPSTLMO01AS02-01_E1/10_436212224_AS01-01fx106,15.4,184.66,2215.62,0.0
08-06-2023,AMRPLEXKY01AS02-01,AMRPLEXKY01AS02-01_E1/12_436213248_AS01-01fx106,15.37,210.65,632.36,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel105_369098856_AS11-01fx105,15.31,162.33,1344.0,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E1/11_436212736_AS11-01fx106,15.3,122.25,1467.21,0.0
08-06-2023,AMRPLEXKY01AS14-01,AMRPLEXKY01AS14-01_E1/10_436212224_AS13-01fx104,15.25,365.41,4384.68,0.0
08-06-2023,AMRPSTLMO01AS01-01,AMRPSTLMO01AS01-01_E1/4_436209152_to AMRPSTLMO01AS02-01 e1/3-4,15.02,359.33,2155.76,0.0
08-06-2023,AMRPSTLMO01AS02-01,AMRPSTLMO01AS02-01_E1/4_436209152_to AMRPSTLMO01AS01-01 e1/3-4,15.02,179.77,2156.62,0.0
08-06-2023,AMRPSTLMO01RR04-01,AMRPSTLMO01RR04-01_GE4/0/11_108_NETAPP B FAS8700,14.89,98.65,100.74,0.0
08-06-2023,AMRPSTLMO01RR04,AMRPSTLMO01RR04_GE4/0/11_108:(6/39)_NETAPP B FAS8700,14.89,98.65,100.74,0.0
08-06-2023,AMRPLEXKY01AS14-01,AMRPLEXKY01AS14-01_E1/5_436209664_AS13-01fx102,14.7,263.52,2107.13,0.0
08-06-2023,AMRPSTLMO01AS14-01,AMRPSTLMO01AS14-01_E1/24_436219392_AS13-01fx110,14.61,232.18,1392.12,0.0
08-06-2023,AMRPSTLMO01AS02-01,AMRPSTLMO01AS02-01_port-channel1_369098752_e1/3-4 to AMRPSTLMO01AS01-01 e1/3-4,14.32,114.38,1370.81,0.0
08-06-2023,AMRPSTLMO01AS02-01,AMRPSTLMO01AS02-01_E1/6_436210176_AS01-01fx102,14.28,117.46,1409.16,0.0
08-06-2023,AMRPSTLMO01RR03-01,AMRPSTLMO01RR03-01_GE4/0/11_108_NETAPP B FAS8700,14.22,98.33,100.61,0.0
08-06-2023,AMRPSTLMO01RR03,AMRPSTLMO01RR03_GE4/0/11_108:(6/39)_NETAPP B FAS8700,14.22,98.33,100.61,0.0
08-06-2023,AMRPSTLMO01AS14-01,AMRPSTLMO01AS14-01_E1/23_436218880_AS13-01fx110,13.97,110.27,1320.46,0.0
08-06-2023,AMRPSTLMO01AS01-01,AMRPSTLMO01AS01-01_E1/10_436212224_AS01-01fx105,13.91,166.57,1998.39,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_E1/10_436212224_AS11-01fx103,13.72,117.35,1407.92,0.0
08-06-2023,AMRPSTLMO01AS01-01,AMRPSTLMO01AS01-01_E1/11_436212736_AS01-01fx105,13.38,213.75,1282.33,0.0
08-06-2023,AMRPSTLMO01AS02-01,AMRPSTLMO01AS02-01_port-channel106_369098857_AS01-01fx106,13.15,93.01,999.87,0.0
08-06-2023,AMRPSTLMO01AS04-01,AMRPSTLMO01AS04-01_port-channel108_369098859_AS03-01fx108,12.76,203.53,2434.67,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_E1/12_436213248_AS11-01fx105,12.71,202.86,1217.44,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E1/6_436210176_AS01-01fx101,12.64,303.0,3635.84,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel101_369098852_AS01-01fx101,12.59,185.61,1568.12,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E1/8_436211200_AS01-01fx101,12.43,297.89,3574.56,0.0
08-06-2023,AMRPSTLMO01AS02-01,AMRPSTLMO01AS02-01_port-channel102_369098853_AS01-01fx102,12.37,120.72,1448.28,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel109_369098860_AS01-01fx109,12.36,296.12,3554.12,0.0
08-06-2023,AMRPLEXKY01AS14-01,AMRPLEXKY01AS14-01_port-channel104_369098855_AS13-01fx104,12.02,189.07,1176.21,0.0
08-06-2023,AMRPSTLMO01RR04-01,AMRPSTLMO01RR04-01_GE3/0/11_60_NETAPP A FAS8700,11.85,49.79,100.45,0.0
08-06-2023,AMRPSTLMO01RR04,AMRPSTLMO01RR04_GE3/0/11_60:(4/12)_NETAPP A FAS8700,11.85,49.79,100.45,0.0
08-06-2023,AMRPLEXKY01AS19-01,AMRPLEXKY01AS19-01_E1/1_436207616_to AMRPLEXKY01AG03-01 e3/17,11.79,282.49,3334.36,0.0
08-06-2023,AMRPSTLMO01AS14-01,AMRPSTLMO01AS14-01_port-channel110_369098861_AS13-01fx110,11.74,112.22,665.7,0.0
08-06-2023,AMRPSTLMO01AS01-01,AMRPSTLMO01AS01-01_E1/16_436215296_AS01-01fx109,11.39,91.27,1091.26,0.0
08-06-2023,AMRPSTLMO01AS01-01,AMRPSTLMO01AS01-01_port-channel101_369098852_AS01-01fx101,11.34,188.46,993.19,0.0
08-06-2023,AMRPLEXKY01RR03-01,AMRPLEXKY01RR03-01_VLAN90_219_Brocade-4S-DASD,11.21,65.95,117.24,0.0
08-06-2023,AMRPSTLMO01RR04-01,AMRPSTLMO01RR04-01_VLAN91_227_Brocade-4S-DASD,11.06,65.95,117.18,0.0
08-06-2023,AMRPSTLMO01RR04,AMRPSTLMO01RR04_VLAN91_227:(9/14)_Brocade-4S-DASD,11.06,65.95,117.18,0.0
08-06-2023,AMRPSTLMO01AS08-01,AMRPSTLMO01AS08-01_E1/4_436209152_to AMRPSTLMO01AS07-01 e1/3-4,10.98,263.01,3156.04,0.0
08-06-2023,AMRPLEXKY01RR04,AMRPLEXKY01RR04_VLAN91_219:(9/6)_Brocade-4S-DASD,10.91,65.95,116.82,0.0
08-06-2023,AMRPLEXKY01RR03,AMRPLEXKY01RR03_VLAN90_219:(9/6)_Brocade-4S-DASD,10.89,65.95,117.24,0.0
08-06-2023,AMRPSTLMO01RR03-01,AMRPSTLMO01RR03-01_VLAN90_227_Brocade-4S-DASD,10.89,65.95,116.89,0.0
08-06-2023,AMRPSTLMO01RR03,AMRPSTLMO01RR03_VLAN90_227:(9/14)_Brocade-4S-DASD,10.89,65.95,117.03,0.0
08-06-2023,AMRPLEXKY01RR04-01,AMRPLEXKY01RR04-01_VLAN91_219_Brocade-4S-DASD,10.83,65.95,117.15,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel108_369098859_AS11-01fx108,10.53,101.16,1211.02,0.0
08-06-2023,AMRPSTLMO01AS01-01,AMRPSTLMO01AS01-01_E1/5_436209664_AS01-01fx101,10.52,168.09,1008.48,0.0
08-06-2023,AMRPSTLMO01AS02-01,AMRPSTLMO01AS02-01_E1/5_436209664_AS01-01fx102,10.47,123.98,1487.4,0.0
08-06-2023,AMRPSTLMO01AS02-01,AMRPSTLMO01AS02-01_E1/16_436215296_AS01-01fx110,10.27,245.1,2940.66,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E1/5_436209664_AS13-01fx101,10.18,239.49,2869.83,0.0
08-06-2023,AMRPSTLMO01AS07-01,AMRPSTLMO01AS07-01_E1/5_436209664_AS07-01fx101,9.71,230.45,2765.6,0.0
08-06-2023,AMRPSTLMO01AS14-01,AMRPSTLMO01AS14-01_E1/21_436217856_AS13-01fx110,9.53,112.19,1344.37,0.0
08-06-2023,AMRPLEXKY01AS08-01,AMRPLEXKY01AS08-01_E1/14_436214272_AS07-01fx108,9.44,226.1,2713.1,0.0
08-06-2023,AMRPSTLMO01AS02-01,AMRPSTLMO01AS02-01_E1/8_436211200_AS01-01fx104,9.21,97.31,1167.5,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_E1/14_436214272_AS11-01fx107,9.11,50.74,608.82,0.0
08-06-2023,AMRPLEXKY01AS04-01,AMRPLEXKY01AS04-01_E1/11_436212736_AS03-01fx104,8.92,214.06,2568.76,0.0
08-06-2023,AMRPSTLMO01AS14-01,AMRPSTLMO01AS14-01_E1/22_436218368_AS13-01fx110,8.9,106.15,1270.59,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E1/20_436217344_AS13-01fx107,8.47,101.61,1219.3,0.0
08-06-2023,AMRPLEXKY01AS07-01,AMRPLEXKY01AS07-01_E1/8_436211200_AS07-01fx103,8.17,195.88,1175.56,0.0
08-06-2023,AMRPLEXKY01AS14-01,AMRPLEXKY01AS14-01_port-channel102_369098853_AS13-01fx102,7.73,104.77,526.82,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel106_369098857_AS11-01fx106,7.65,61.13,733.61,0.0
08-06-2023,AMRPSTLMO01AS03-01,AMRPSTLMO01AS03-01_port-channel107_369098858_AS03-01fx107,7.25,159.53,1897.93,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E1/19_436216832_AS13-01fx107,7.2,115.06,690.38,0.0
08-06-2023,AMRPSTLMO01AS02-01,AMRPSTLMO01AS02-01_E1/11_436212736_AS01-01fx106,7.13,169.63,2035.33,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel103_369098854_AS11-01fx103,6.96,59.75,703.96,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E1/5_436209664_AS01-01fx101,6.93,165.69,1988.73,0.0
08-06-2023,AMRPSTLMO01AS02-01,AMRPSTLMO01AS02-01_E1/9_436211712_AS01-01fx106,6.76,161.01,1929.67,0.0
08-06-2023,AMRPLEXKY01AS04-01,AMRPLEXKY01AS04-01_E1/21_436217856_AS03-01fx110,6.61,68.35,820.15,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E1/10_436212224_AS11-01fx104,6.06,91.27,1095.19,0.0
08-06-2023,AMRPLEXKY01AS19-01,AMRPLEXKY01AS19-01_port-channel19_369098770_to AMRPLEXKY01AG3-01 e1/1-2 AG03 e3/,5.92,141.25,1689.33,0.0
08-06-2023,AMRPSTLMO01AS08-01,AMRPSTLMO01AS08-01_port-channel1_369098752_e1/3-4 to AMRPSTLMO01AS07-01 e1/3-4,5.5,131.47,1578.02,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_E1/20_436217344_AS11-01fx113,4.9,47.0,282.12,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_E1/19_436216832_AS11-01fx113,4.89,39.11,469.33,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel113_369098864_AS11-01fx113,4.89,23.5,234.67,0.0
08-06-2023,AMRPSTLMO01AS13-01,AMRPSTLMO01AS13-01_E1/3_436208640_to AMRPSTLMO01AS14-01 e1/3-4,4.58,104.56,1251.46,0.0
08-06-2023,AMRPSTLMO01AS03-01,AMRPSTLMO01AS03-01_E1/20_436217344_AS03-01fx107,4.4,104.92,1257.88,0.0
08-06-2023,AMRPSTLMO01EG02,AMRPSTLMO01EG02_VLAN332_248_Shared_Hardware_Management,4.29,19.88,132.64,0.0
08-06-2023,AMRPSTLMO01AS13-01,AMRPSTLMO01AS13-01_port-channel1_369098752_e1/3-4 to AMRPSTLMO01AS14-01 e1/3-4,4.19,52.34,625.76,0.0
08-06-2023,AMRPLEXKY01AS02-01,AMRPLEXKY01AS02-01_E1/17_436215808_AS01-01fx112,3.94,68.69,618.46,0.0
08-06-2023,AMRPLEXKY01AS19-01,AMRPLEXKY01AS19-01_port-channel101_369098852_AS19-01fx101,3.88,92.77,1020.14,0.0
08-06-2023,AMRPSTLMO01AS13-01,AMRPSTLMO01AS13-01_E1/4_436209152_to AMRPSTLMO01AS14-01 e1/3-4,3.81,87.04,957.12,0.0
08-06-2023,AMRPSTLMO01AS14-01,AMRPSTLMO01AS14-01_E1/9_436211712_AS13-01fx104,3.77,29.93,358.58,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel107_369098858_AS13-01fx107,3.6,46.41,304.83,0.0
08-06-2023,AMRPLEXKY01AS14-01,AMRPLEXKY01AS14-01_E1/22_436218368_AS13-01fx110,3.54,82.77,992.38,0.0
08-06-2023,AMRPSTLMO01AS13-01,AMRPSTLMO01AS13-01_E1/1_436207616_to AMRPSTLMO01AG03-01 e3/16,3.45,79.21,950.03,0.0
08-06-2023,AMRPLEXKY01AS14-01,AMRPLEXKY01AS14-01_E1/8_436211200_AS13-01fx102,3.4,79.38,950.81,0.0
08-06-2023,AMRPLEXKY01AS08-01,AMRPLEXKY01AS08-01_E1/11_436212736_AS07-01fx106,3.3,79.16,949.92,0.0
08-06-2023,AMRPSTLMO01AS03-01,AMRPSTLMO01AS03-01_E1/12_436213248_AS03-01fx103,3.09,74.2,879.62,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel104_369098855_AS11-01fx104,3.04,45.63,547.59,0.0
08-06-2023,AMRPSTLMO01AS14-01,AMRPSTLMO01AS14-01_E1/11_436212736_AS13-01fx104,2.6,28.55,227.64,0.0
08-06-2023,AMRPLEXKY01AS04-01,AMRPLEXKY01AS04-01_E1/22_436218368_AS03-01fx110,2.32,31.73,286.03,0.0
08-06-2023,AMRPLEXKY01AS04-01,AMRPLEXKY01AS04-01_port-channel104_369098855_AS03-01fx104,2.25,53.52,640.06,0.0
08-06-2023,AMRPLEXKY01AS03-01,AMRPLEXKY01AS03-01_E1/20_436217344_AS03-01fx109,2.23,53.52,642.29,0.0
08-06-2023,AMRPLEXKY01AS10-01,AMRPLEXKY01AS10-01_E1/6_436210176_AS09-01fx102,2.23,53.54,642.47,0.0
08-06-2023,AMRPLEXKY01AS04-01,AMRPLEXKY01AS04-01_port-channel110_369098861_AS03-01fx110,2.15,17.09,205.04,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_E1/18_436216320_AS11-01fx111,2.15,25.59,307.09,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E1/10_436212224_AS01-01fx103,2.14,51.42,617.2,0.0
08-06-2023,AMRPSTLMO01AS14-01,AMRPSTLMO01AS14-01_port-channel104_369098855_AS13-01fx104,2.09,25.64,136.67,0.0
08-06-2023,AMRPSTLMO01AS13-01,AMRPSTLMO01AS13-01_E1/10_436212224_AS13-01fx103,2.06,12.32,146.31,0.0
08-06-2023,AMRPSTLMO01AS07-01,AMRPSTLMO01AS07-01_E1/10_436212224_AS07-01fx105,2.03,24.13,289.54,0.0
08-06-2023,AMRPLEXKY01AS02-01,AMRPLEXKY01AS02-01_port-channel112_369098863_AS01-01fx112,1.98,34.35,310.26,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_E1/20_436217344_AS11-01fx114,1.89,22.63,271.49,0.0
08-06-2023,AMRPSTLMO01AS13-01,AMRPSTLMO01AS13-01_port-channel13_369098764_to AMRPSTLMO01AG3-01 e1/1-2 AG04 e3/,1.85,39.68,476.73,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E1/12_436213248_AS01-01fx105,1.72,21.5,236.61,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_port-channel111_369098862_AS11-01fx111,1.69,27.39,192.43,0.0
08-06-2023,AMRPSTLMO01AS14-01,AMRPSTLMO01AS14-01_E1/10_436212224_AS13-01fx104,1.68,37.83,452.97,0.0
08-06-2023,AMRPSTLMO01AS03-01,AMRPSTLMO01AS03-01_E1/19_436216832_AS03-01fx107,1.63,38.26,459.11,0.0
08-06-2023,AMRPLEXKY01AS14-01,AMRPLEXKY01AS14-01_E1/24_436219392_AS13-01fx110,1.58,37.3,447.25,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E1/17_436215808_AS01-01fx111,1.56,37.4,448.78,0.0
08-06-2023,AMRPLEXKY01AS04-01,AMRPLEXKY01AS04-01_E1/18_436216320_AS03-01fx108,1.52,36.46,437.68,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_E1/17_436215808_AS11-01fx111,1.35,32.18,386.13,0.0
08-06-2023,AMRPLEXKY01AS08-01,AMRPLEXKY01AS08-01_E1/5_436209664_AS07-01fx102,1.32,15.83,189.98,0.0
08-06-2023,AMRPLEXKY01AS10-01,AMRPLEXKY01AS10-01_E1/5_436209664_AS09-01fx102,1.32,31.57,378.9,0.0
08-06-2023,AMRPLEXKY01AS14-01,AMRPLEXKY01AS14-01_port-channel110_369098861_AS13-01fx110,1.28,20.7,248.1,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel103_369098854_AS01-01fx103,1.09,25.71,307.57,0.0
08-06-2023,AMRPLEXKY01AS11-01,AMRPLEXKY01AS11-01_E1/9_436211712_AS11-01fx103,1.09,17.31,207.66,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E1/16_436215296_AS13-01fx105,1.09,17.36,104.23,0.0
08-06-2023,AMRPLEXKY01AS12-01,AMRPLEXKY01AS12-01_port-channel114_369098865_AS11-01fx114,0.95,11.32,135.75,0.0
08-06-2023,AMRPLEXKY01AS04-01,AMRPLEXKY01AS04-01_E1/20_436217344_AS03-01fx110,0.9,21.5,257.96,0.0
08-06-2023,AMRPLEXKY01AS10-01,AMRPLEXKY01AS10-01_port-channel102_369098853_AS09-01fx102,0.89,13.39,160.62,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_E1/1_436207616_to AMRPLEXKY01AG03-01 e3/16,0.85,20.33,243.98,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel111_369098862_AS01-01fx111,0.79,18.7,224.39,0.0
08-06-2023,AMRPLEXKY01AS04-01,AMRPLEXKY01AS04-01_E1/15_436214784_AS03-01fx108,0.79,18.98,227.73,0.0
08-06-2023,AMRPSTLMO01AS03-01,AMRPSTLMO01AS03-01_port-channel103_369098854_AS03-01fx103,0.77,18.55,218.98,0.0
08-06-2023,AMRPLEXKY01AS02-01,AMRPLEXKY01AS02-01_E1/9_436211712_AS01-01fx104,0.59,9.45,113.43,0.0
08-06-2023,AMRPLEXKY01AS04-01,AMRPLEXKY01AS04-01_port-channel108_369098859_AS03-01fx108,0.58,9.12,109.42,0.0
08-06-2023,AMRPLEXKY01AS03-01,AMRPLEXKY01AS03-01_port-channel109_369098860_AS03-01fx109,0.56,13.38,160.57,0.0
08-06-2023,AMRPLEXKY01AS07-01,AMRPLEXKY01AS07-01_E1/6_436210176_AS07-01fx101,0.44,10.61,127.32,0.0
08-06-2023,AMRPLEXKY01AS13-01,AMRPLEXKY01AS13-01_port-channel13_369098764_to AMRPLEXKY01AG3-01 e1/1-2 AG03 e3/,0.43,10.17,121.99,0.0
08-06-2023,AMRPLEXKY01AS03-01,AMRPLEXKY01AS03-01_E1/24_436219392_AS03-01fx111,0.37,8.87,106.48,0.0
